userid,register_time,country,,,,
54861,6/01/2017,MY,,,,
54862,17/03/2017,SG,,,,
54866,10/01/2017,SG,,,,
54873,19/03/2017,TH,,,,
54880,21/03/2017,SG,,,,
54890,22/04/2017,SG,,,,
54895,3/05/2017,TW,,,,
54897,6/04/2017,TH,,,,
54904,19/02/2017,VN,,,,
54907,18/03/2017,PH,,,,
54916,30/01/2017,PH,,,,
54926,6/01/2017,TW,,,,
54934,26/03/2017,SG,,,,
54936,1/06/2017,SG,,,,
54944,14/02/2017,SG,,,,
54950,25/01/2017,TH,,,,
54952,23/05/2017,TH,,,,
54958,18/04/2017,SG,,,,
54968,2/05/2017,ID,,,,
54972,19/02/2017,MY,,,,
54979,23/02/2017,ID,,,,
54986,2/04/2017,TH,,,,
54994,22/05/2017,TH,,,,
55001,23/02/2017,VN,,,,
55008,23/05/2017,PH,,,,
55016,29/01/2017,VN,,,,
55021,1/06/2017,PH,,,,
55027,21/03/2017,ID,,,,
55036,14/04/2017,ID,,,,
55038,30/01/2017,ID,,,,
55041,9/03/2017,PH,,,,
55046,1/06/2017,TH,,,,
55053,20/05/2017,TH,,,,
55059,7/03/2017,TW,,,,
55062,8/04/2017,SG,,,,
55064,20/05/2017,TW,,,,
55070,24/04/2017,TH,,,,
55078,5/04/2017,MY,,,,
55088,2/03/2017,MY,,,,
55093,18/04/2017,MY,,,,
55095,15/05/2017,ID,,,,
55105,27/05/2017,TH,,,,
55111,1/01/2017,SG,,,,
55119,11/03/2017,VN,,,,
55121,6/05/2017,TW,,,,
55127,26/01/2017,MY,,,,
55137,22/03/2017,TW,,,,
55145,13/04/2017,TW,,,,
55155,27/04/2017,TW,,,,
55163,13/04/2017,ID,,,,
55168,9/05/2017,VN,,,,
55176,1/06/2017,PH,,,,
55185,1/06/2017,TW,,,,
55194,12/04/2017,ID,,,,
55196,12/03/2017,PH,,,,
55206,24/03/2017,VN,,,,
55213,31/05/2017,SG,,,,
55222,9/02/2017,ID,,,,
55223,9/02/2017,VN,,,,
55229,26/01/2017,VN,,,,
55230,22/04/2017,VN,,,,
55235,5/05/2017,TW,,,,
55239,16/05/2017,SG,,,,
55249,30/03/2017,ID,,,,
55250,25/02/2017,MY,,,,
55256,5/02/2017,ID,,,,
55261,31/05/2017,MY,,,,
55262,18/03/2017,SG,,,,
55267,17/04/2017,MY,,,,
55274,19/01/2017,VN,,,,
55279,2/01/2017,SG,,,,
55285,4/03/2017,TW,,,,
55291,23/02/2017,TH,,,,
55299,27/02/2017,TH,,,,
55301,1/04/2017,MY,,,,
55305,31/05/2017,TW,,,,
55308,28/03/2017,VN,,,,
55318,12/01/2017,SG,,,,
55325,14/02/2017,TH,,,,
55329,8/03/2017,MY,,,,
55335,3/03/2017,VN,,,,
55336,22/03/2017,MY,,,,
55344,28/03/2017,MY,,,,
55347,21/03/2017,ID,,,,
55352,18/02/2017,TW,,,,
55358,9/04/2017,VN,,,,
55363,9/03/2017,TH,,,,
55367,8/03/2017,VN,,,,
55371,4/05/2017,VN,,,,
55374,5/02/2017,TW,,,,
55384,8/04/2017,MY,,,,
55385,1/06/2017,TW,,,,
55393,9/04/2017,PH,,,,
55394,28/01/2017,SG,,,,
55399,6/01/2017,VN,,,,
55402,15/05/2017,SG,,,,
55408,31/05/2017,TW,,,,
55417,15/01/2017,TH,,,,
55422,4/03/2017,TW,,,,
55424,6/01/2017,VN,,,,
55429,28/04/2017,TW,,,,
55436,22/04/2017,PH,,,,
55443,13/01/2017,TW,,,,
55451,22/04/2017,TW,,,,
55457,18/05/2017,SG,,,,
55464,16/02/2017,SG,,,,
55470,27/01/2017,SG,,,,
55476,4/05/2017,SG,,,,
55486,17/03/2017,PH,,,,
55495,12/04/2017,TH,,,,
55497,16/05/2017,MY,,,,
55501,13/02/2017,SG,,,,
55507,3/02/2017,SG,,,,
55517,13/03/2017,TW,,,,
55521,17/05/2017,ID,,,,
55530,11/05/2017,TH,,,,
55540,18/01/2017,VN,,,,
55550,10/04/2017,TH,,,,
55552,9/02/2017,PH,,,,
55558,11/03/2017,TW,,,,
55565,15/01/2017,SG,,,,
55573,3/01/2017,VN,,,,
55579,19/02/2017,MY,,,,
55584,19/01/2017,SG,,,,
55590,9/03/2017,SG,,,,
55595,23/05/2017,VN,,,,
55599,10/05/2017,TH,,,,
55607,13/02/2017,VN,,,,
55616,2/03/2017,TH,,,,
55625,30/01/2017,MY,,,,
55634,11/05/2017,VN,,,,
55641,27/03/2017,ID,,,,
55642,26/03/2017,SG,,,,
55647,22/01/2017,SG,,,,
55657,21/02/2017,MY,,,,
55663,5/05/2017,TW,,,,
55672,28/05/2017,MY,,,,
55676,11/02/2017,TH,,,,
55685,17/04/2017,SG,,,,
55694,12/01/2017,VN,,,,
55701,20/01/2017,TH,,,,
55711,6/02/2017,MY,,,,
55714,14/04/2017,TH,,,,
55721,12/01/2017,MY,,,,
55731,23/04/2017,TW,,,,
55739,9/05/2017,PH,,,,
55745,22/02/2017,ID,,,,
55753,23/01/2017,ID,,,,
55758,27/02/2017,PH,,,,
55768,16/02/2017,TH,,,,
55774,14/03/2017,MY,,,,
55779,9/03/2017,TH,,,,
55785,7/04/2017,PH,,,,
55792,5/05/2017,TH,,,,
55799,1/02/2017,MY,,,,
55807,10/02/2017,TH,,,,
55812,23/02/2017,TH,,,,
55821,15/01/2017,ID,,,,
55827,22/01/2017,SG,,,,
55828,8/03/2017,TH,,,,
55837,16/01/2017,MY,,,,
55847,26/05/2017,MY,,,,
55848,19/03/2017,ID,,,,
55858,1/02/2017,SG,,,,
55866,14/05/2017,PH,,,,
55870,18/02/2017,TW,,,,
55880,31/01/2017,TH,,,,
55882,10/02/2017,MY,,,,
55884,17/05/2017,SG,,,,
55887,4/01/2017,SG,,,,
55891,1/04/2017,VN,,,,
55897,7/05/2017,TW,,,,
55899,1/02/2017,MY,,,,
55904,19/03/2017,SG,,,,
55914,26/05/2017,VN,,,,
55920,16/01/2017,VN,,,,
55930,3/01/2017,SG,,,,
55937,19/04/2017,ID,,,,
55946,18/01/2017,TW,,,,
55947,30/01/2017,VN,,,,
55950,1/04/2017,SG,,,,
55956,21/05/2017,VN,,,,
55964,10/03/2017,PH,,,,
55969,16/03/2017,TW,,,,
55971,6/01/2017,VN,,,,
55979,9/05/2017,PH,,,,
55985,14/02/2017,SG,,,,
55989,26/05/2017,TH,,,,
55991,1/01/2017,PH,,,,
55996,22/03/2017,ID,,,,
56000,12/01/2017,SG,,,,
56007,21/05/2017,TH,,,,
56013,5/01/2017,TW,,,,
56015,5/01/2017,TW,,,,
56024,4/01/2017,VN,,,,
56025,7/02/2017,MY,,,,
56035,15/02/2017,PH,,,,
56039,12/01/2017,ID,,,,
56043,1/04/2017,VN,,,,
56051,13/01/2017,VN,,,,
56058,8/02/2017,TW,,,,
56065,26/03/2017,PH,,,,
56075,14/01/2017,MY,,,,
56080,7/05/2017,ID,,,,
56086,31/03/2017,VN,,,,
56091,5/01/2017,VN,,,,
56101,21/04/2017,PH,,,,
56106,7/05/2017,TH,,,,
56114,28/01/2017,TH,,,,
56123,24/01/2017,PH,,,,
56129,24/03/2017,TW,,,,
56134,16/04/2017,PH,,,,
56135,13/04/2017,MY,,,,
56136,28/03/2017,ID,,,,
56144,15/02/2017,PH,,,,
56148,15/03/2017,ID,,,,
56155,8/05/2017,PH,,,,
56160,17/01/2017,PH,,,,
56170,11/02/2017,PH,,,,
56175,5/03/2017,MY,,,,
56179,30/03/2017,TW,,,,
56181,24/05/2017,TW,,,,
56189,31/03/2017,PH,,,,
56192,14/05/2017,ID,,,,
56197,13/03/2017,TW,,,,
56205,27/05/2017,TW,,,,
56207,5/04/2017,VN,,,,
56211,29/03/2017,TH,,,,
56221,28/01/2017,SG,,,,
56225,21/01/2017,MY,,,,
56235,24/05/2017,TW,,,,
56243,6/05/2017,SG,,,,
56244,23/05/2017,VN,,,,
56249,29/05/2017,MY,,,,
56259,7/02/2017,TW,,,,
56266,26/03/2017,TW,,,,
56269,20/05/2017,ID,,,,
56271,10/05/2017,PH,,,,
56275,1/02/2017,MY,,,,
56278,30/03/2017,TW,,,,
56286,8/04/2017,SG,,,,
56292,30/04/2017,MY,,,,
56300,22/02/2017,TH,,,,
56309,31/05/2017,TH,,,,
56314,28/01/2017,SG,,,,
56315,13/02/2017,ID,,,,
56324,19/01/2017,PH,,,,
56331,21/01/2017,VN,,,,
56335,31/03/2017,PH,,,,
56339,24/04/2017,PH,,,,
56345,30/03/2017,PH,,,,
56347,8/03/2017,ID,,,,
56351,10/02/2017,TW,,,,
56352,27/05/2017,TH,,,,
56357,28/05/2017,ID,,,,
56362,30/04/2017,TW,,,,
56370,28/03/2017,VN,,,,
56372,8/01/2017,MY,,,,
56375,29/05/2017,SG,,,,
56381,6/05/2017,TH,,,,
56390,18/03/2017,PH,,,,
56395,13/04/2017,ID,,,,
56396,7/01/2017,MY,,,,
56398,18/03/2017,TW,,,,
56399,12/04/2017,ID,,,,
56403,13/05/2017,SG,,,,
56406,12/01/2017,SG,,,,
56412,6/02/2017,VN,,,,
56414,22/04/2017,MY,,,,
56422,28/04/2017,TH,,,,
56426,22/05/2017,PH,,,,
56429,13/05/2017,SG,,,,
56431,9/05/2017,TH,,,,
56433,30/01/2017,MY,,,,
56434,20/01/2017,TH,,,,
56444,19/02/2017,TH,,,,
56454,30/04/2017,VN,,,,
56460,15/02/2017,TH,,,,
56467,12/01/2017,MY,,,,
56469,19/04/2017,VN,,,,
56475,28/05/2017,VN,,,,
56477,29/01/2017,TW,,,,
56483,24/03/2017,TW,,,,
56492,8/01/2017,TH,,,,
56500,1/01/2017,VN,,,,
56501,11/03/2017,SG,,,,
56507,24/01/2017,MY,,,,
56516,4/05/2017,VN,,,,
56524,23/05/2017,TH,,,,
56527,22/04/2017,TH,,,,
56535,25/04/2017,TW,,,,
56543,20/04/2017,SG,,,,
56550,21/04/2017,SG,,,,
56557,4/02/2017,ID,,,,
56563,19/01/2017,VN,,,,
56570,7/02/2017,VN,,,,
56574,6/05/2017,MY,,,,
56583,17/01/2017,TH,,,,
56590,11/04/2017,SG,,,,
56591,6/05/2017,SG,,,,
56596,13/01/2017,MY,,,,
56602,27/05/2017,MY,,,,
56612,19/02/2017,TW,,,,
56617,7/04/2017,TH,,,,
56619,26/02/2017,VN,,,,
56629,5/01/2017,TH,,,,
56633,3/04/2017,PH,,,,
56634,14/05/2017,SG,,,,
56642,8/01/2017,SG,,,,
56646,14/04/2017,MY,,,,
56654,5/04/2017,SG,,,,
56659,22/02/2017,ID,,,,
56667,8/02/2017,VN,,,,
56674,22/05/2017,PH,,,,
56675,13/02/2017,VN,,,,
56685,20/04/2017,VN,,,,
56686,5/01/2017,TH,,,,
56687,14/02/2017,TH,,,,
56694,9/01/2017,VN,,,,
56701,25/05/2017,TW,,,,
56703,22/05/2017,ID,,,,
56705,24/03/2017,SG,,,,
56712,19/04/2017,PH,,,,
56718,13/01/2017,MY,,,,
56727,8/05/2017,SG,,,,
56736,9/02/2017,VN,,,,
56741,4/03/2017,MY,,,,
56750,16/03/2017,ID,,,,
56755,5/01/2017,VN,,,,
56757,27/01/2017,MY,,,,
56764,5/02/2017,VN,,,,
56772,2/05/2017,ID,,,,
56773,19/05/2017,ID,,,,
56775,30/01/2017,ID,,,,
56781,20/05/2017,TW,,,,
56790,16/01/2017,TW,,,,
56795,16/01/2017,ID,,,,
56805,27/02/2017,TW,,,,
56812,30/04/2017,PH,,,,
56822,13/02/2017,VN,,,,
56827,6/04/2017,SG,,,,
56833,8/04/2017,MY,,,,
56835,31/05/2017,TH,,,,
56840,20/01/2017,SG,,,,
56848,9/03/2017,TH,,,,
56853,29/05/2017,TW,,,,
56860,19/05/2017,MY,,,,
56864,12/02/2017,PH,,,,
56867,20/01/2017,SG,,,,
56876,31/03/2017,MY,,,,
56883,29/03/2017,PH,,,,
56893,1/03/2017,TH,,,,
56897,11/02/2017,TH,,,,
56903,24/04/2017,PH,,,,
56905,2/02/2017,ID,,,,
56914,27/05/2017,SG,,,,
56919,7/03/2017,SG,,,,
56927,28/04/2017,TH,,,,
56932,15/01/2017,TW,,,,
56937,22/02/2017,TW,,,,
56947,16/04/2017,ID,,,,
56951,18/04/2017,SG,,,,
56956,21/02/2017,TW,,,,
56958,5/05/2017,PH,,,,
56964,21/05/2017,ID,,,,
56971,10/05/2017,VN,,,,
56975,7/05/2017,VN,,,,
56984,24/03/2017,ID,,,,
56990,27/02/2017,TW,,,,
56994,27/05/2017,ID,,,,
56999,15/01/2017,ID,,,,
57003,27/01/2017,TH,,,,
57012,28/04/2017,PH,,,,
57019,8/05/2017,TH,,,,
57022,23/03/2017,VN,,,,
57028,3/04/2017,ID,,,,
57037,12/05/2017,ID,,,,
57038,5/05/2017,VN,,,,
57047,25/04/2017,VN,,,,
57053,30/05/2017,TW,,,,
57059,5/05/2017,TH,,,,
57061,2/03/2017,MY,,,,
57071,10/01/2017,VN,,,,
57077,13/03/2017,PH,,,,
57081,7/02/2017,TH,,,,
57090,24/02/2017,TW,,,,
57091,27/03/2017,VN,,,,
57101,5/03/2017,TW,,,,
57106,17/03/2017,PH,,,,
57111,29/01/2017,ID,,,,
57114,19/05/2017,TW,,,,
57124,9/01/2017,SG,,,,
57130,20/01/2017,TW,,,,
57134,28/05/2017,TW,,,,
57135,10/05/2017,TH,,,,
57145,31/05/2017,TW,,,,
57155,2/04/2017,PH,,,,
57162,31/01/2017,PH,,,,
57172,13/02/2017,SG,,,,
57175,28/02/2017,TH,,,,
57183,27/05/2017,ID,,,,
57190,10/03/2017,TW,,,,
57193,4/01/2017,ID,,,,
57203,10/05/2017,SG,,,,
57209,14/04/2017,PH,,,,
57213,14/01/2017,PH,,,,
57215,4/05/2017,TH,,,,
57220,21/03/2017,TH,,,,
57225,12/04/2017,SG,,,,
57231,12/03/2017,TH,,,,
57233,23/04/2017,VN,,,,
57238,20/04/2017,PH,,,,
57242,17/01/2017,ID,,,,
57248,26/02/2017,TW,,,,
57250,21/02/2017,SG,,,,
57257,17/04/2017,VN,,,,
57262,8/02/2017,ID,,,,
57265,29/01/2017,TH,,,,
57272,13/04/2017,TW,,,,
57279,6/05/2017,TW,,,,
57287,9/03/2017,SG,,,,
57289,2/01/2017,VN,,,,
57296,19/05/2017,MY,,,,
57298,25/01/2017,TH,,,,
57306,3/04/2017,TH,,,,
57314,2/04/2017,ID,,,,
57315,16/05/2017,PH,,,,
57320,28/03/2017,ID,,,,
57321,8/03/2017,TW,,,,
57322,10/02/2017,TH,,,,
57329,25/03/2017,MY,,,,
57333,28/03/2017,SG,,,,
57341,2/02/2017,TW,,,,
57345,19/02/2017,ID,,,,
57347,20/04/2017,VN,,,,
57351,11/05/2017,VN,,,,
57353,3/05/2017,MY,,,,
57360,24/04/2017,VN,,,,
57366,28/01/2017,ID,,,,
57367,15/01/2017,TH,,,,
57370,31/03/2017,ID,,,,
57379,19/03/2017,ID,,,,
57386,5/03/2017,VN,,,,
57387,1/05/2017,PH,,,,
57389,16/02/2017,MY,,,,
57398,28/04/2017,TW,,,,
57406,5/03/2017,PH,,,,
57411,30/01/2017,TH,,,,
57416,9/03/2017,TW,,,,
57419,23/04/2017,MY,,,,
57426,22/04/2017,PH,,,,
57430,11/03/2017,VN,,,,
57440,19/04/2017,SG,,,,
57444,30/01/2017,PH,,,,
57451,16/05/2017,SG,,,,
57454,13/04/2017,SG,,,,
57456,2/01/2017,SG,,,,
57462,18/02/2017,SG,,,,
57472,24/05/2017,VN,,,,
57476,31/01/2017,MY,,,,
57483,2/03/2017,TW,,,,
57486,6/04/2017,PH,,,,
57489,31/03/2017,TH,,,,
57494,15/05/2017,PH,,,,
57502,25/04/2017,SG,,,,
57503,4/04/2017,TH,,,,
57511,3/03/2017,MY,,,,
57519,2/03/2017,SG,,,,
57525,11/03/2017,PH,,,,
57530,4/05/2017,PH,,,,
57539,8/04/2017,VN,,,,
57541,25/05/2017,SG,,,,
57549,27/01/2017,ID,,,,
57557,19/01/2017,VN,,,,
57564,2/05/2017,ID,,,,
57566,26/01/2017,ID,,,,
57573,18/04/2017,PH,,,,
57577,5/04/2017,SG,,,,
57584,19/01/2017,ID,,,,
57586,20/01/2017,SG,,,,
57594,24/01/2017,SG,,,,
57597,21/04/2017,VN,,,,
57601,7/01/2017,ID,,,,
57602,23/05/2017,ID,,,,
57607,26/01/2017,ID,,,,
57613,29/04/2017,PH,,,,
57623,16/05/2017,TH,,,,
57628,20/04/2017,TW,,,,
57634,26/01/2017,VN,,,,
57641,15/03/2017,TH,,,,
57644,3/01/2017,TW,,,,
57651,7/02/2017,TH,,,,
57653,16/03/2017,MY,,,,
57656,22/05/2017,VN,,,,
57663,29/05/2017,VN,,,,
57672,23/01/2017,VN,,,,
57679,7/05/2017,TH,,,,
57686,28/02/2017,PH,,,,
57689,26/04/2017,SG,,,,
57698,24/03/2017,MY,,,,
57706,26/05/2017,MY,,,,
57712,2/05/2017,TW,,,,
57716,18/02/2017,MY,,,,
57721,6/04/2017,SG,,,,
57723,2/02/2017,SG,,,,
57733,16/02/2017,VN,,,,
57736,25/02/2017,PH,,,,
57740,24/01/2017,VN,,,,
57747,12/05/2017,TW,,,,
57750,15/05/2017,VN,,,,
57751,24/03/2017,TW,,,,
57756,6/01/2017,ID,,,,
57766,2/04/2017,TW,,,,
57774,2/03/2017,SG,,,,
57777,12/03/2017,TH,,,,
57784,21/04/2017,TW,,,,
57791,15/05/2017,ID,,,,
57799,10/02/2017,TW,,,,
57802,24/02/2017,TW,,,,
57803,23/02/2017,ID,,,,
57805,2/04/2017,TW,,,,
57808,25/02/2017,MY,,,,
57816,26/03/2017,SG,,,,
57819,6/02/2017,SG,,,,
57829,10/02/2017,ID,,,,
57839,14/04/2017,SG,,,,
57848,20/02/2017,PH,,,,
57858,17/02/2017,TW,,,,
57866,10/05/2017,PH,,,,
57868,8/03/2017,TW,,,,
57875,12/04/2017,PH,,,,
57880,20/04/2017,TH,,,,
57885,15/02/2017,MY,,,,
57886,1/01/2017,VN,,,,
57896,21/01/2017,VN,,,,
57900,16/01/2017,MY,,,,
57906,14/05/2017,SG,,,,
57912,17/03/2017,ID,,,,
57915,10/01/2017,SG,,,,
57921,7/01/2017,TW,,,,
57928,17/03/2017,PH,,,,
57934,26/03/2017,ID,,,,
57944,15/04/2017,TH,,,,
57947,23/05/2017,VN,,,,
57953,13/03/2017,TW,,,,
57956,3/04/2017,SG,,,,
57966,28/02/2017,SG,,,,
57969,28/04/2017,PH,,,,
57979,2/02/2017,ID,,,,
57989,12/05/2017,PH,,,,
57991,6/05/2017,TH,,,,
57995,10/05/2017,TH,,,,
58000,19/04/2017,ID,,,,
58009,17/02/2017,MY,,,,
58013,31/03/2017,SG,,,,
58019,10/01/2017,VN,,,,
58029,9/05/2017,TW,,,,
58031,17/03/2017,VN,,,,
58039,24/05/2017,ID,,,,
58047,5/04/2017,TH,,,,
58049,28/05/2017,VN,,,,
58058,15/05/2017,ID,,,,
58063,25/04/2017,ID,,,,
58067,9/01/2017,MY,,,,
58069,16/05/2017,VN,,,,
58075,1/06/2017,ID,,,,
58079,17/05/2017,TW,,,,
58089,28/02/2017,MY,,,,
58093,7/01/2017,TH,,,,
58097,21/04/2017,VN,,,,
58100,18/02/2017,SG,,,,
58107,1/02/2017,PH,,,,
58108,17/02/2017,ID,,,,
58114,2/03/2017,MY,,,,
58118,19/05/2017,TH,,,,
58127,25/04/2017,PH,,,,
58134,6/04/2017,SG,,,,
58140,26/02/2017,SG,,,,
58141,14/04/2017,SG,,,,
58142,9/02/2017,ID,,,,
58148,20/03/2017,PH,,,,
58152,23/04/2017,MY,,,,
58156,12/04/2017,VN,,,,
58165,6/02/2017,ID,,,,
58173,12/02/2017,VN,,,,
58178,26/02/2017,VN,,,,
58180,30/04/2017,MY,,,,
58182,17/02/2017,TW,,,,
58191,10/03/2017,PH,,,,
58195,21/01/2017,VN,,,,
58205,22/03/2017,MY,,,,
58215,2/02/2017,TW,,,,
58221,28/01/2017,PH,,,,
58226,24/02/2017,SG,,,,
58231,11/04/2017,TH,,,,
58234,25/01/2017,VN,,,,
58241,23/04/2017,TW,,,,
58246,24/02/2017,SG,,,,
58256,20/02/2017,TW,,,,
58264,15/01/2017,TH,,,,
58272,5/03/2017,TH,,,,
58279,12/05/2017,ID,,,,
58285,15/01/2017,MY,,,,
58287,5/03/2017,MY,,,,
58293,16/04/2017,VN,,,,
58303,14/01/2017,SG,,,,
58308,30/03/2017,TH,,,,
58311,4/02/2017,ID,,,,
58317,25/02/2017,TH,,,,
58322,30/03/2017,TW,,,,
58324,28/03/2017,TH,,,,
58327,4/03/2017,ID,,,,
58334,14/02/2017,TH,,,,
58335,3/04/2017,PH,,,,
58342,10/01/2017,ID,,,,
58352,3/05/2017,TH,,,,
58358,14/03/2017,TW,,,,
58363,26/05/2017,PH,,,,
58368,22/04/2017,MY,,,,
58373,9/04/2017,VN,,,,
58378,27/01/2017,PH,,,,
58379,25/02/2017,ID,,,,
58385,23/03/2017,VN,,,,
58389,19/03/2017,TW,,,,
58395,25/01/2017,SG,,,,
58404,1/04/2017,SG,,,,
58405,5/03/2017,TW,,,,
58412,16/01/2017,VN,,,,
58415,23/05/2017,VN,,,,
58419,17/03/2017,VN,,,,
58429,22/01/2017,PH,,,,
58431,1/03/2017,ID,,,,
58436,11/03/2017,TW,,,,
58444,14/05/2017,PH,,,,
58452,15/05/2017,VN,,,,
58455,2/05/2017,TW,,,,
58459,7/03/2017,ID,,,,
58465,3/01/2017,TH,,,,
58470,27/04/2017,SG,,,,
58472,21/02/2017,TH,,,,
58480,30/04/2017,TH,,,,
58487,20/01/2017,TW,,,,
58488,5/03/2017,ID,,,,
58495,2/04/2017,TW,,,,
58497,22/03/2017,SG,,,,
58505,25/02/2017,VN,,,,
58513,17/05/2017,ID,,,,
58517,10/01/2017,PH,,,,
58526,22/03/2017,MY,,,,
58527,5/02/2017,SG,,,,
58531,13/04/2017,TW,,,,
58541,31/05/2017,TH,,,,
58545,10/03/2017,VN,,,,
58553,24/03/2017,MY,,,,
58556,21/05/2017,SG,,,,
58566,12/02/2017,TH,,,,
58569,5/01/2017,ID,,,,
58574,22/05/2017,SG,,,,
58584,28/04/2017,TH,,,,
58591,20/01/2017,TH,,,,
58595,13/03/2017,VN,,,,
58604,15/05/2017,ID,,,,
58609,9/05/2017,MY,,,,
58612,20/01/2017,ID,,,,
58613,14/05/2017,MY,,,,
58619,17/03/2017,TW,,,,
58624,26/03/2017,TW,,,,
58626,14/03/2017,SG,,,,
58631,6/04/2017,ID,,,,
58636,30/01/2017,TH,,,,
58637,30/04/2017,MY,,,,
58645,16/05/2017,TH,,,,
58651,29/01/2017,SG,,,,
58656,24/04/2017,MY,,,,
58665,28/03/2017,SG,,,,
58667,17/02/2017,MY,,,,
58673,6/03/2017,ID,,,,
58678,23/05/2017,VN,,,,
58682,22/05/2017,TW,,,,
58684,29/04/2017,MY,,,,
58690,18/03/2017,SG,,,,
58699,12/04/2017,TW,,,,
58708,1/05/2017,SG,,,,
58710,24/03/2017,MY,,,,
58716,20/01/2017,PH,,,,
58719,19/04/2017,ID,,,,
58720,9/04/2017,SG,,,,
58723,19/04/2017,SG,,,,
58728,24/03/2017,TW,,,,
58733,2/05/2017,SG,,,,
58740,12/05/2017,PH,,,,
58744,2/04/2017,TW,,,,
58745,25/03/2017,SG,,,,
58746,12/01/2017,ID,,,,
58752,21/05/2017,TW,,,,
58755,27/04/2017,TW,,,,
58761,20/01/2017,ID,,,,
58765,22/03/2017,MY,,,,
58767,22/02/2017,TH,,,,
58776,10/03/2017,TW,,,,
58784,3/02/2017,SG,,,,
58788,15/01/2017,TH,,,,
58795,31/03/2017,VN,,,,
58804,4/02/2017,SG,,,,
58809,12/04/2017,MY,,,,
58819,25/03/2017,SG,,,,
58825,29/04/2017,SG,,,,
58833,2/01/2017,TH,,,,
58842,22/05/2017,TW,,,,
58847,15/04/2017,TW,,,,
58848,10/01/2017,ID,,,,
58852,19/04/2017,VN,,,,
58854,17/01/2017,MY,,,,
58858,2/03/2017,SG,,,,
58868,22/02/2017,TH,,,,
58871,2/02/2017,ID,,,,
58874,25/04/2017,PH,,,,
58884,17/03/2017,TH,,,,
58889,28/03/2017,TH,,,,
58893,4/03/2017,TW,,,,
58900,12/02/2017,MY,,,,
58904,25/03/2017,TH,,,,
58907,2/01/2017,TH,,,,
58917,3/02/2017,SG,,,,
58926,4/01/2017,ID,,,,
58934,21/04/2017,VN,,,,
58939,23/02/2017,TH,,,,
58943,30/03/2017,VN,,,,
58945,17/05/2017,MY,,,,
58951,24/01/2017,TH,,,,
58960,10/03/2017,SG,,,,
58961,3/01/2017,PH,,,,
58967,8/01/2017,TH,,,,
58977,27/03/2017,MY,,,,
58987,26/04/2017,MY,,,,
58996,8/01/2017,SG,,,,
58999,24/05/2017,VN,,,,
59003,10/05/2017,ID,,,,
59008,18/01/2017,TW,,,,
59016,23/05/2017,PH,,,,
59022,4/03/2017,TW,,,,
59029,24/03/2017,TH,,,,
59031,26/02/2017,TH,,,,
59032,2/02/2017,PH,,,,
59038,23/05/2017,TH,,,,
59046,20/02/2017,MY,,,,
59049,13/03/2017,TH,,,,
59054,23/05/2017,ID,,,,
59057,7/02/2017,TH,,,,
59066,28/04/2017,MY,,,,
59072,2/05/2017,VN,,,,
59075,6/05/2017,PH,,,,
59082,19/02/2017,PH,,,,
59088,8/01/2017,VN,,,,
59094,14/02/2017,TW,,,,
59100,10/01/2017,ID,,,,
59105,26/05/2017,ID,,,,
59112,16/02/2017,PH,,,,
59114,14/03/2017,TH,,,,
59115,13/01/2017,SG,,,,
59119,6/05/2017,TH,,,,
59122,24/05/2017,VN,,,,
59123,26/02/2017,SG,,,,
59132,13/05/2017,VN,,,,
59140,8/01/2017,TW,,,,
59141,11/02/2017,PH,,,,
59148,26/02/2017,TW,,,,
59157,1/02/2017,TH,,,,
59163,5/05/2017,ID,,,,
59166,20/04/2017,TW,,,,
59167,28/05/2017,MY,,,,
59175,16/02/2017,VN,,,,
59179,13/01/2017,TH,,,,
59184,20/04/2017,TW,,,,
59191,5/04/2017,VN,,,,
59196,30/05/2017,TW,,,,
59200,29/01/2017,MY,,,,
59204,9/04/2017,PH,,,,
59211,25/03/2017,PH,,,,
59217,23/01/2017,TH,,,,
59223,23/02/2017,VN,,,,
59225,14/02/2017,MY,,,,
59228,12/04/2017,MY,,,,
59230,6/04/2017,TW,,,,
59233,24/03/2017,TH,,,,
59241,1/04/2017,PH,,,,
59251,20/04/2017,MY,,,,
59252,5/02/2017,ID,,,,
59253,25/01/2017,TH,,,,
59262,16/05/2017,VN,,,,
59269,16/02/2017,PH,,,,
59270,24/04/2017,PH,,,,
59280,8/04/2017,VN,,,,
59283,12/01/2017,MY,,,,
59286,8/04/2017,ID,,,,
59287,3/03/2017,SG,,,,
59293,24/05/2017,TH,,,,
59302,15/05/2017,MY,,,,
59311,6/01/2017,VN,,,,
59312,28/02/2017,PH,,,,
59314,24/03/2017,SG,,,,
59324,22/05/2017,TH,,,,
59326,16/05/2017,ID,,,,
59333,29/01/2017,MY,,,,
59338,22/02/2017,TH,,,,
59347,28/02/2017,VN,,,,
59357,3/03/2017,TH,,,,
59358,6/03/2017,PH,,,,
59363,25/04/2017,PH,,,,
59364,11/04/2017,TW,,,,
59374,8/05/2017,ID,,,,
59383,18/03/2017,TW,,,,
59387,17/04/2017,ID,,,,
59389,17/05/2017,PH,,,,
59392,9/01/2017,MY,,,,
59401,22/01/2017,VN,,,,
59407,7/04/2017,MY,,,,
59408,22/02/2017,TH,,,,
59413,27/05/2017,TW,,,,
59422,30/04/2017,MY,,,,
59430,21/01/2017,MY,,,,
59439,19/05/2017,TH,,,,
